CASNumber	CASStandard	ChemicalNumber	Category	SortCAS	SortName	FullChemicalName	Chemical	Added	ToxicitySource	RfCInhale	RfCUF	RfCMF	RfCConf	RfCSource	RfCListingDate	RFDOral	RfDUF	RfDMF	RfDConf	RfDListingDate	RfDSource	UnitRiskInhale	QSTAROral	WOE	UnitRiskListingDate	UnitRiskSource	QStarListingDate	QStarSource	WOEListingDate	WOESource	ITW	OTW	ToxicityClassOral	ToxicityClassInhale	ToxicityCategory	AirDecay	Koc	H2ODecay	LOGKow	Kd	WaterSolubility	POTWPartitionRemoval	POTWPartitionSludge	POTWPartitionVolat	POTWPartitionBiod	IncineratorDRE	BCF	Henrys	MCL	MolecularWeight	T33_50Flag	HAPFlag	CAAFlag	PriorityPollutantFlag	SDWAFlag	CERCLAFlag	OSHACarcinogens	ExpansionFlag	CoreChemicalFlag	MiniCoreChemicalFlag	Core98ChemicalFlag	HPVFlag	HPVChallenge	PBTFlag	Metal	UserTag1	UserTag2	UserTag3	UserTag4	UserTag5	HasTox	MaxTW
"108952"	"108-95-2"	454	"<Not Assigned>"	108952	"Phenol"	"Phenol"	"Phenol"	1987	"IRIS 11/2003"							0.3	300	1	"M-H"	"9/30/2002"	"IRIS"			"D"					"9/30/2002"	"IRIS"		1.7	"Non-carcinogen"	"n/a"	"Non-carcinogen"	0.071	160		1.46		82800	92.15	0.42	0.0	99.58	99.0	45	0.000000333		94.11	0	1	0	1	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	1.7
"26002802"	"26002-80-2"	455	"<Not Assigned>"	26002802	"Phenothrin (2,2-Dimethyl-"	"2,2-Dimethyl-3-(2-methyl-1-propenyl) cyclopropanecarboxylic acid (3-phenoxypheny"	"Phenothrin"	1995																												0.287	56000	1.45E-5	7.54		0.0097	99.93	38.25	0.0	61.76	99.0	8400	0.0000068		350.46	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"106503"	"106-50-3"	456	"<Not Assigned>"	106503	"Phenylenediamine, p-"	"p-Phenylenediamine"	"p-Phenylenediamine"	1987	"HEAST 7/1997"							0.19	100			"7/1997"	"HEAST"										2.6	2.6	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.476	13		-0.3		37000	45.43	2.38	0.0	97.6	99.0	1.6	0.000000000673		108.14	0	1	0	0	0	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	2.6
"615281"	"615-28-1"	457	"<Not Assigned>"	615281	"Phenylenediamine dihydrochloride 1,2-"	"1,2-Phenylenediamine dihydrochloride"	"1,2-Phenylenediamine dihydrochloride"	1995																												0.476	29		0.16		82200	45.44	2.4	0.0	97.6	99.0	3.2	0.000000000673		108.14	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"624180"	"624-18-0"	458	"<Not Assigned>"	624180	"Phenylenediamine dihydrochloride 1,4-"	"1,4-Phenylenediamine dihydrochloride"	"1,4-Phenylenediamine dihydrochloride"	1995																												0.476	16		-0.39		199000	45.43	2.38	0.0	97.6	99.0	3.2	0.000000000673		108.14	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"95545"	"95-54-5"	459	"<Not Assigned>"	95545	"Phenylenediamine, 1,2-"	"1,2-Phenylenediamine"	"1,2-Phenylenediamine"	1995	"HEAST 7/1997"														0.047	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	94	94	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.476	13		0.15		40400	45.44	2.4	0.0	97.6	99.0	1.6	0.0000000072		108.14	0	0	0	0	0	0	0	1	0	1	1	1	"2,4"	0	"NM"						1	94
"108452"	"108-45-2"	460	"<Not Assigned>"	108452	"Phenylenediamine, 1,3-"	"1,3-Phenylenediamine"	"1,3-Phenylenediamine"	1995	"IRIS 4/1997"							0.0060	1000	1	"L"	"8/1/1991"	"IRIS"										83	83	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.54	4.8		-0.33		238000	45.43	2.38	0.0	97.6	99.0	3.2	0.00000000125		108.14	0	0	0	0	0	0	0	1	0	1	1	1	"2,4"	0	"NM"						1	83
"90437"	"90-43-7"	461	"<Not Assigned>"	90437	"Phenylphenol, 2-"	"2-Phenylphenol"	"2-Phenylphenol"	1987	"HEAST 7/1997"														0.00194	"C"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	0.39	0.39	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0738	119		3.09		700	94.89	2.76	0.011	97.22	99.0	130	0.00000105		170.21	0	0	0	0	0	0	0	0	1	1	1	1	"0"	0	"CNM"						1	0.39
"57410"	"57-41-0"	462	"<Not Assigned>"	57410	"Phenytoin"	"Phenytoin"	"Phenytoin"	1995																												0.0286	650		2.47		32	48.63	4.05	0.0	95.95	99.0	44	0.0000000000102		252.28	0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
"75445"	"75-44-5"	463	"<Not Assigned>"	75445	"Phosgene"	"Phosgene"	"Phosgene"	1987																												2.7E-6		4.2	-0.71		475100	100.0	0.0	0.0	100.0	99.0		0.00892		98.92	0	1	1	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						0	
"7803512"	"7803-51-2"	464	"<Not Assigned>"	7803512	"Phosphine"	"Phosphine"	"Phosphine"	1995	"IRIS 4/1997"	3.0E-4	1000	1	"L"	"IRIS"	"7/1/1995"	3.0E-4	100	1	"M"	"12/1/1993"	"IRIS"			"D"					"12/1/1996"	"IRIS"	6000	1700	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"				-0.27		204800	1.85	95.14	0.0	4.86			0.0244		34.0	0	1	1	0	0	1	0	1	0	1	1	0		0	"NM"						1	6000
"7723140"	"7723-14-0"	466	"<Not Assigned>"	7723140	"Phosphorus (yellow or white)"	"Phosphorus (yellow or white)"	"Phosphorus (yellow or white)"	1987	"IRIS 4/1997"	0.7				"IRIS"	"11/1/1993"	2.0E-5	1000	1	"L"	"2/1/1993"	"IRIS"			"D"					"7/1/1993"	"IRIS"	2.6	25000	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		14		-0.27		204800	59.8	100.0	0.0	0.0		3.2	0.0244		34.0	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	25000
"85449"	"85-44-9"	467	"<Not Assigned>"	85449	"Phthalic anhydride"	"Phthalic anhydride"	"Phthalic anhydride"	1987	"IRIS 4/1997, CalEPA 5/2001"	0.02				"CalEPA"	"1/2001"	2.0	1000	1	"M"	"9/7/1988"	"IRIS"										90	0.25	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.00202		1.23	1.6		6200	99.3	0.081	0.0	99.91	99.0		0.0000000163		148.12	0	1	0	0	0	1	0	0	1	1	1	1	"2,4"	0	"CNM"						1	90
"1918021"	"1918-02-1"	468	"<Not Assigned>"	1918021	"Picloram"	"Picloram"	"Picloram"	1995	"OPP 11/2003"							0.2	100			"3/1983"	"OPP"			"E"					"4/1/1994"	"OPP"	2.5	2.5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00231	21		0.3		430	9.6	17.81	0.0	82.19	99.0	20	0.0000000000000533	0.5	241.46	0	0	0	0	1	0	0	1	0	1	1	1	"0"	0	"NM"						1	2.5
"88891"	"88-89-1"	469	"<Not Assigned>"	88891	"Picric acid"	"Picric acid"	"Picric acid"	1987	"final derived"	0.0010	100		"L"	"final derived"		6.0E-5	30000		"L"		"final derived"										1800	8300	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	3.8E-4			1.33		12700	22.17	6.86	0.0	93.14	99.0	1	0.000000000017		229.11	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						1	8300
"51036"	"51-03-6"	470	"<Not Assigned>"	51036	"Piperonyl butoxide"	"Piperonyl butoxide"	"Piperonyl butoxide"	1995																												0.291	1010		4.75		14.3	97.02	40.57	0.0	59.43	99.0	2400	0.0000000000889		338.45	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"29232937"	"29232-93-7"	471	"<Not Assigned>"	29232937	"Pirimiphos methyl (O-(2-(Diethylamino)-6-methyl-4- pyrimidin"	"O-(2-(Diethylamino)-6-methyl-4- pyrimidinyl)-O,O-dimethylphosphorothioate"	"Pirimiphos methyl"	1995	"OPP 11/2003"							2.0E-4	1000			"5/1999"	"OPP"										2500	2500	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.432	1300		4.2		8.6	97.02	19.94	0.0	80.05	99.0	920	0.000000701		305.34	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	2500
"N575"	"N575"	472	"<Not Assigned>"	575	"Polybrominated biphenyls (PBBs)"	"Polybrominated biphenyls (PBBs)"	"Polybrominated biphenyls (PBBs)"	1987	"HEAST 7/1997"							7.0E-6	10000			"7/1997"	"HEAST"		8.9	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	71000	71000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	7.6E-4	363		6.39		0.011	94.03	99.18	0.0	0.83	99.0	18200	0.00000429		627.59	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	71000
"N583"	"N583"	473	"<Not Assigned>"	583	"Polychlorinated alkanes"	"Polychlorinated alkanes"	"Polychlorinated alkanes"	1995																																						99.0					0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						0	
"1336363"	"1336-36-3"	474	"<Not Assigned>"	1336363	"Polychlorinated biphenyls (PCBs)"	"Polychlorinated biphenyls (PCBs)"	"Polychlorinated biphenyls (PCBs)"	1987	"IRIS 6/2000, CalEPA 5/2001"	0.0012				"CalEPA"	"1/1991"	2.0E-5	300	1	"M"	"6/1/1994"	"IRIS"	0.1	2.0	"B2"	"6/1/1997"	"IRIS"	"6/1/1997"	"IRIS"	"6/1/1997"	"IRIS"	1500	25000	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0027	48000		7.1		0.7000000000000001	98.93	62.08	0.03	37.9	99.9999	47000	0.000415	5.0E-4	291.99	0	1	0	1	1	1	1	0	0	0	0	0		1	"NM"						1	25000
"137417"	"137-41-7"	475	"<Not Assigned>"	137417	"Potassium N-methyldithiocarbamate"	"Potassium N-methyldithiocarbamate"	"Potassium N-methyldithiocarbamate"	1995																												0.261	43		0.48		440000	75.91	0.8	3.5	95.69	99.0	3.2	0.000177		107.19	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"7758012"	"7758-01-2"	476	"<Not Assigned>"	7758012	"Potassium bromate"	"Potassium bromate"	"Potassium bromate"	1995	"CalEPA 7/2001, interim derived"	0.0017				"CalEPA"	"1/1992"							0.14		"B2"	"4/1999"	"CalEPA"				"interim derived"	1100	1100	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"		35		-7.18		69000	1.85	94.59	0.0	4.86		3.2			167.0	0	0	0	0	0	0	1	1	0	1	1	0		0	"NM"						1	1100
"128030"	"128-03-0"	477	"<Not Assigned>"	128030	"Potassium dimethyldithiocarbamate"	"Potassium dimethyldithiocarbamate"	"Potassium dimethyldithiocarbamate"	1995																												0.314	57		1.67		29000	76.61	0.8	6.59	92.61	99.0	3.9	0.000684		149.27	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"41198087"	"41198-08-7"	478	"<Not Assigned>"	41198087	"Profenofos"	"O-(4-Bromo-2-chlorophenyl)-O-ethyl-S-propyl phosphorothioate"	"Profenofos"	1995	"OPP 8/2000, OPP 11/2003"							5.0E-5	100			"9/1999"	"OPP"			"E"					"2/6/1995"	"OPP"	10000	10000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.121	700		4.68		28	99.13	28.99	0.0	71.01	99.0	2100	0.0000000221		373.64	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	10000
"7287196"	"7287-19-6"	479	"<Not Assigned>"	7287196	"Prometryn (N,N'-Bis(1-methylethyl)-6-methylthio-1,3,5-triazi"	"N,N'-Bis(1-methylethyl)-6-methylthio-1,3,5- triazine-2,4-diamine"	"Prometryn"	1995	"OPP 11/2003"							0.04	100			"5/19/1994"	"OPP"			"E"					"7/25/1994"	"OPP"	13	13	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.103	708		3.51		33	44.31	24.49	0.0	75.51	99.0	270	0.0000000132		241.36	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	13
"23950585"	"23950-58-5"	480	"<Not Assigned>"	23950585	"Pronamide"	"Pronamide"	"Pronamide"	1994	"OPP 11/2003"							0.08	100			"12/2001"	"OPP"		0.0259	"B2"			"5/26/1993"	"OPP"	"5/26/1993"	"OPP"	52	52	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0358	200	7.4E-9	3.43		15	70.37	14.15	0.16	85.69	99.0	240	0.00000000977		256.13	0	0	0	0	0	1	0	0	0	1	1	0		0	"NM"						1	52
"1918167"	"1918-16-7"	481	"<Not Assigned>"	1918167	"Propachlor (2-Chloro-N-(1-methylethyl)-N-phenylacetamide)"	"2-chloro-N-(1-methylethyl)-N-phenylacetamide"	"Propachlor"	1995	"OPP 11/2003"							0.05	100			"12/1997"	"OPP"			"B"					"10/16/1997"	"OPP"	10	10	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0565	263		2.18		700	76.46	1.29	0.84	97.86	99.0	27	0.0000000915		211.69	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	10
"1120714"	"1120-71-4"	482	"<Not Assigned>"	1120714	"Propane sultone"	"Propane sultone"	"Propane sultone"	1987	"CalEPA 7/2001, interim derived"													0.69		"B2"	"4/1999"	"CalEPA"				"interim derived"	4900	4900	"Carcinogen*"	"Carcinogen"	"Carcinogen"	0.00727	5.8	0.082	-0.28		170700	70.61	0.93	0.071	99.01	99.0	3.2	0.00000236		122.14	0	1	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	4900
"709988"	"709-98-8"	483	"<Not Assigned>"	709988	"Propanil (N-(3,4-Dichlorophenyl)propanamide)"	"N-(3,4-Dichlorophenyl)propanamide"	"Propanil"	1995	"OPP 11/2003"							0.03	300			"8/2001"	"OPP"			"C"					"8/15/2001"	"OPP"	17	17	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0102	275	0.0011	3.07		152	56.46	7.76	0.018	92.24	99.0	1.6	0.0000000171		218.08	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	17
"2312358"	"2312-35-8"	484	"<Not Assigned>"	2312358	"Propargite"	"Propargite"	"Propargite"	1995	"OPP 8/2000, OPP 11/2003"							0.04	100			"6/1999"	"OPP"		0.192	"B2"			"7/23/1992"	"OPP"	"7/23/1992"	"OPP"	380	380	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.161	6400		5.0		0.5	99.95	41.99	44.12	13.88	99.0	3700	0.0000000415		350.48	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	380
"107197"	"107-19-7"	485	"<Not Assigned>"	107197	"Propargyl alcohol"	"Propargyl alcohol"	"Propargyl alcohol"	1995	"IRIS 4/1997"							0.0020	3000	1	"L"	"1/1/1994"	"IRIS"										250	250	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0281	2		-0.38		1000000	92.06	0.36	0.011	99.63	99.0	3.2	0.00000115		56.06	0	0	0	0	0	1	0	1	0	1	1	1	"0"	0	"NM"						1	250
"31218834"	"31218-83-4"	486	"<Not Assigned>"	31218834	"Propetamphos"	"Propetamphos"	"Propetamphos"	1995	"OPP 11/2003"							5.0E-4	100			"12/2000"	"OPP"			"E"					"12/2/1998"	"OPP"	1000	1000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.745	330	1.69E-6	3.82		110	77.51	1.83	0.0	98.17	99.0	470	0.0000000481		281.31	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	1000
"60207901"	"60207-90-1"	487	"<Not Assigned>"	60207901	"Propiconazole (1-[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxol"	"1-[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]-methyl-1H-1,2,4,-triazole"	"Propiconazole"	1995	"OPP 11/2003"							0.1	100			"1/2002"	"OPP"			"C"					"9/14/1992"	"OPP"	5	5	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0735	330		3.72		110	68.04	13.07	0.0	86.95	99.0	400	0.00000000412		342.23	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	5
"57578"	"57-57-8"	488	"<Not Assigned>"	57578	"Propiolactone"	"beta-Propiolactone"	"beta-Propiolactone"	1987																												0.00166	3.8		-0.8		370000	95.91	0.22	0.0	99.77	99.0	3.2	0.0000128		72.06	0	1	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"123386"	"123-38-6"	489	"<Not Assigned>"	123386	"Propionaldehyde"	"Propionaldehyde"	"Propionaldehyde"	1987																												0.0529	4		0.59		306000	92.15	0.37	0.66	98.97	99.0	3.2	0.0000734		58.08	0	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						0	
"114261"	"114-26-1"	490	"<Not Assigned>"	114261	"Propoxur"	"Propoxur"	"Propoxur"	1987	"IRIS 4/1997, OPP 11/2003"							0.0040	100	1	"M"	"7/1/1992"	"IRIS"		0.00369	"B2"			"6/17/1996"	"OPP"	"6/17/1996"	"OPP"	130	130	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0855	47	0.00168	1.52		1860	92.17	0.43	0.0	99.56	99.0	8.4	0.00000000143		209.25	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	130
"115071"	"115-07-1"	491	"<Not Assigned>"	115071	"Propylene (Propene)"	"Propylene (Propene)"	"Propylene (Propene)"	1987	"CalEPA 5/2001"	3.0				"CalEPA"	"4/2000"																0.6	0.6	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	0.071	240		1.77		200	98.91	0.38	90.83	8.8	99.0	13	0.196		42.08	0	0	1	0	0	0	0	0	1	1	1	1	"2,4"	0	"CNM"						1	0.6
"1320189"	"1320-18-9"	492	"<Not Assigned>"	1320189	"Propylene glycol butyl ether ester (2,4-D)"	"2,4-D propylene glycol butyl ether ester"	"2,4-D, propylene glycol butyl ether ester"	1995																												0.03	5400	0.00331	4.34		1.24	99.55	14.82	0.0	85.18	99.0	1200	0.0000000218		349.21	0	0	0	0	0	1	1	1	0	1	1	0		0	"NM"						0	
"75569"	"75-56-9"	493	"<Not Assigned>"	75569	"Propylene oxide"	"Propylene oxide"	"Propylene oxide"	1987	"IRIS 4/1997"	0.03	100	1	"M"	"IRIS"	"11/1/1990"							0.0037	0.24	"B2"	"4/1/1994"	"IRIS"	"4/1/1994"	"IRIS"	"4/1/1994"	"IRIS"	60	480	"Carcinogen"	"Non-carcinogen"	"Mixed"	0.0014	2.9	0.0020	0.03		590000	92.16	0.36	0.88	98.76	99.0	3.2	0.0000696		58.08	0	1	1	0	0	1	1	0	1	1	1	1	"2"	0	"CNM"						1	480
"75558"	"75-55-8"	494	"<Not Assigned>"	75558	"Propyleneimine"	"Propyleneimine"	"Propyleneimine"	1987	"final derived"														150.0	"B2"				"final derived"		"final derived"	300000	300000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0184	2	0.0080	0.13		1000000	75.16	0.82	0.35	98.83	99.0	3.2	0.00000842		57.1	0	1	1	0	0	1	1	0	1	1	1	0		0	"CNM"						1	300000
"110861"	"110-86-1"	495	"<Not Assigned>"	110861	"Pyridine"	"Pyridine"	"Pyridine"	1987	"IRIS 4/1997"							0.0010	1000	1	"M"	"6/1/1989"	"IRIS"										500	500	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	9.99E-4	14		0.65		1000000	92.09	0.37	0.11	99.51	99.0	3.2	0.000011000000000000001		79.1	0	0	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	500
"91225"	"91-22-5"	496	"<Not Assigned>"	91225	"Quinoline"	"Quinoline"	"Quinoline"	1987	"IRIS 12/2001"														3.0	"B2"			"9/27/2001"	"IRIS"	"9/27/2001"	"IRIS"	6000	6000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0389	320	0.0014	2.03		6110	75.94	1.17	0.066	98.76	99.0	8	0.00000167		129.16	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	6000
"106514"	"106-51-4"	497	"<Not Assigned>"	106514	"Quinone"	"Quinone"	"Quinone"	1987																												0.0122	26		0.2		11100	51.81	1.91	21.25	76.84	99.0	3.2	0.000479		108.1	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						0	
"82688"	"82-68-8"	498	"<Not Assigned>"	82688	"Quintozene"	"Quintozene"	"Quintozene"	1987	"HEAST 7/1997, OPP 11/2003"							0.01	100			"3/2002"	"OPP"		0.26	"C"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	52	52	"Carcinogen"	"Carcinogen*"	"Carcinogen"	1.94E-5	26600	2.8E-5	4.64		0.44	89.86	48.35	0.52	51.14	99.0	912	0.0000442		295.34	0	1	0	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	52
"76578148"	"76578-14-8"	499	"<Not Assigned>"	76578148	"Quizalofop-ethyl (2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy"	"2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy] propanoic acid ethyl ester"	"Quizalofop-ethyl"	1995	"IRIS 4/1997, OPP 11/2003"							0.0090	100			"10/1997"	"OPP"			"D"					"10/1/1993"	"IRIS"	56	56	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0768	8500	4.31E-5	4.28		0.3	97.55	21.59	0.0	78.41	99.0	1100	0.0000000106		372.81	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	56
"10453868"	"10453-86-8"	500	"<Not Assigned>"	10453868	"Resmethrin ([5-(Phenylmethyl)-3-furanyl]methyl 2,2-dimethyl-"	"[5-(Phenylmethyl)-3-furanyl]methyl 2,2-dimethyl-3-(2-methyl-1-propenyl)cycloprop"	"Resmethrin"	1995	"OPP 2/1997"							0.35	100			"10/20/1994"	"OPP"										1.4000000000000001	1.4000000000000001	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.783	26000	6.14E-5	7.11		0.0379	99.99	21.82	0.0	78.18	99.0	3900	0.000000133		338.45	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	1.4000000000000001
"78488"	"78-48-8"	501	"<Not Assigned>"	78488	"Tributyltrithiophosphate (DEF), S,S,S-"	"S,S,S-Tributyltrithiophosphate (DEF)"	"S,S,S-tributyltrithiophosphate"	1995	"OPP 11/2003"							0.0010	100			"6/2000"	"OPP"		0.0838	"B"			"5/22/1997"	"OPP"	"5/22/1997"	"OPP"	500	500	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.213	2800		5.7		2.3000000000000003	99.88	37.22	0.0	62.79	99.0	13000	0.000000294		314.51	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	500
"81072"	"81-07-2"	502	"<Not Assigned>"	81072	"Saccharin (manufacturing)"	"Saccharin (manufacturing)"	"Saccharin (manufacturing)"	1987																												0.0159	46		0.91		4000	75.13	0.85	0.0	99.15	99.0	2.9	0.00000000123		183.19	0	0	0	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						0	
"94597"	"94-59-7"	503	"<Not Assigned>"	94597	"Safrole"	"Safrole"	"Safrole"	1987																												0.206	310	0.0	3.45		121	66.53	12.28	0.3	87.42	99.0	250	0.00000907		162.19	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"7782492"	"7782-49-2"	504	"<Not Assigned>"	7782492	"Selenium"	"Selenium"	"Selenium"	1987	"IRIS 4/1997, CalEPA 11/2003"	0.02				"CalEPA"	"12/2001"	0.0050	3	1	"H"	"9/1/1991"	"IRIS"			"D"					"7/1/1993"	"IRIS"	90	100	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.176	14		0.24	22	2063	43.66	100.0	0.0	0.0	99.8	4.8	0.00974	0.05	78.96	0	1	0	1	1	1	0	0	1	1	1	0		0	"CM"						1	100
"N725"	"N725"	505	"<Not Assigned>"	725	"Selenium compounds"	"Selenium compounds"	"Selenium compounds"	1987	"IRIS 4/1997, CalEPA 11/2003"	0.02				"CalEPA"	"12/2001"	0.0050	3	1	"H"	"9/1/1991"	"IRIS"			"D"					"7/1/1993"	"IRIS"	90	100	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.176	14		0.24	22	2063	43.66	100.0	0.0	0.0	99.8	4.8	0.00974	0.05	78.96	0	1	0	0	0	1	0	0	1	1	1	0		0	"CM"						1	100
"74051802"	"74051-80-2"	506	"<Not Assigned>"	74051802	"Sethoxydim (2-[1-(Ethoxyimino)butyl]-5-[2-(ethylthio)propyl]"	"2-[1-(Ethoxyimino)butyl]-5-[2-(ethylthio)propyl]-3-hydroxyl-2-cyclohexen-1-one"	"Sethoxydim"	1995	"OPP 11/2003"							0.014	1000			"3/2003"	"OPP"										36	36	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.392	740		4.38		25	83.98	22.43	0.0	77.57	99.0	1300	0.0000000000216		327.49	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	36
"7440224"	"7440-22-4"	507	"<Not Assigned>"	7440224	"Silver"	"Silver"	"Silver"	1987	"IRIS 4/1997"							0.0050	3	1	"L"	"12/1/1996"	"IRIS"			"D"					"6/1/1989"	"IRIS"	100	100	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		14		0.23	540	70480	66.47	100.0	0.0	0.0		0.5			107.87	0	0	0	1	1	1	0	0	1	1	1	0		0	"CM"						1	100
"N740"	"N740"	508	"<Not Assigned>"	740	"Silver compounds"	"Silver compounds"	"Silver compounds"	1987	"IRIS 4/1997"							0.0050	3	1	"L"	"12/1/1996"	"IRIS"			"D"					"6/1/1989"	"IRIS"	100	100	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		14		0.23	540	70480	66.47	100.0	0.0	0.0		0.5			107.87	0	0	0	0	0	1	0	0	1	1	1	0		0	"CM"						1	100
"122349"	"122-34-9"	509	"<Not Assigned>"	122349	"Simazine"	"Simazine"	"Simazine"	1995	"OPP 8/2000, OPP 11/2003"							0.0050	100			"9/1998"	"OPP"		0.12	"C"			"5/24/1990"	"OPP"	"5/24/1990"	"OPP"	100	100	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0482	120		2.18		6.2	23.35	8.44	0.0	91.56	99.0	27	0.000000000942	0.0040	201.66	0	0	0	0	1	0	0	1	0	1	1	1	"0"	0	"NM"						1	100
"26628228"	"26628-22-8"	510	"<Not Assigned>"	26628228	"Sodium azide"	"Sodium azide"	"Sodium azide"	1995	"IRIS 4/1997"							0.0040	1000	1	"M"	"3/1/1988"	"IRIS"										130	130	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"		13		0.16		36700	1.85	95.14	0.0	4.86	99.0	1.5			65.01	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	130
"1982690"	"1982-69-0"	511	"<Not Assigned>"	1982690	"Sodium dicamba"	"Sodium dicamba"	"Sodium dicamba"	1995	"OPP 11/2003"							0.45	100			"5/2002"	"OPP"			"D"					"7/29/1996"	"OPP"	1.1	1.1	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0131	3.8		-0.9		360000	47.23	3.35	0.0	96.65	99.0	28	0.00000000755		243.02	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"NM"						1	1.1
